Make,Model,Mileage,Engine_Size,Fuel_Type,Transmission,Age,Price
Toyota,Allion,75960,1986,Petrol,Automatic,11,1300000
Toyota,Allion,226128,1800,Petrol,Automatic,13,950000
Toyota,Allion,173591,1500,Petrol,Automatic,20,750000
Toyota,Allion,355085,1800,Petrol,Automatic,14,750000
Toyota,Allion,196000,1800,Petrol,Automatic,19,695000
Toyota,Allion,340069,1500,Petrol,Automatic,16,650000
Toyota,Allion,169661,1500,Petrol,Automatic,14,650000
Toyota,Allion,250000,1800,Petrol,Automatic,20,630000
Toyota,Allion,195052,1800,Petrol,Automatic,19,600000
Toyota,Allion,215690,1800,Petrol,Automatic,18,550000
Toyota,Alphard,24725,2490,Petrol,Automatic,3,12300000
Toyota,Alphard,82946,2493,Petrol,Automatic,8,4800000
Toyota,Alphard,58000,2500,Petrol,Automatic,8,4265000
Toyota,Alphard,116000,2500,Petrol,Automatic,8,3950000
Toyota,Alphard,116000,2000,Petrol,Automatic,8,3950000
Toyota,Alphard,92000,2400,Petrol,Automatic,8,3815000
Toyota,Alphard,110000,2000,Petrol,Automatic,8,3795000
Toyota,Alphard,296000,2400,Petrol,Automatic,17,1000000
Toyota,Alphard,65072,2400,Petrol,Automatic,18,780000
Toyota,Alphard,205263,2400,Petrol,Automatic,19,630000
Toyota,Aqua,135827,1500,Petrol,Automatic,8,1580000
Toyota,Aqua,108652,1500,Petrol,Automatic,8,1580000
Toyota,Aqua,89014,1500,Petrol,Automatic,8,1580000
Toyota,Aqua,82517,1500,Petrol,Automatic,8,1580000
Toyota,Aqua,135000,1496,Petrol,Automatic,8,1520000
Toyota,Aqua,111100,1500,Petrol,Automatic,8,1500000
Toyota,Aqua,122323,1500,Petrol,Automatic,9,1370000
Toyota,Aqua,109000,1500,Petrol,Automatic,8,1365000
Toyota,Aqua,83000,1500,Petrol,Automatic,8,1265000
Toyota,Aqua,124000,1000,Petrol,Automatic,8,1150000
Toyota,Auris,186000,1500,Petrol,Automatic,8,2265000
Toyota,Auris,103000,1800,Petrol,Automatic,8,2015000
Toyota,Auris,39000,1496,Petrol,Automatic,8,2000000
Toyota,Auris,72000,1490,Petrol,Automatic,7,2000000
Toyota,Auris,106000,1500,Petrol,Automatic,8,1983500
Toyota,Auris,91000,1500,Petrol,Automatic,8,1965000
Toyota,Auris,68000,1500,Petrol,Automatic,8,1965000
Toyota,Auris,48000,1500,Petrol,Automatic,8,1950000
Toyota,Auris,126000,1500,Petrol,Automatic,8,1895000
Toyota,Auris,96000,1800,Petrol,Automatic,8,1865000
Toyota,Auris,36000,1500,Petrol,Automatic,8,1865000
Toyota,Auris,127000,1500,Petrol,Automatic,8,1815000
Toyota,Auris,59000,1500,Petrol,Automatic,8,1765000
Toyota,Auris,119000,1800,Petrol,Automatic,8,1750000
Toyota,Auris,36540,1500,Petrol,Automatic,9,1750000
Toyota,Auris,80000,1200,Petrol,Automatic,9,1750000
Toyota,Auris,52762,1500,Petrol,Automatic,8,1700000
Toyota,Auris,36215,1500,Petrol,Automatic,8,1680000
Toyota,Auris,45000,1500,Petrol,Automatic,9,1615000
Toyota,Auris,186000,1800,Petrol,Automatic,12,1365000
Toyota,Auris,164000,1500,Petrol,Automatic,13,1045000
Toyota,Auris,123000,2012,Petrol,Automatic,16,950000
Toyota,Auris,79000,1500,Petrol,Automatic,15,950000
Toyota,Auris,130615,1490,Petrol,Automatic,12,925000
Toyota,Auris,187566,1500,Petrol,Automatic,16,650000
Toyota,Avensis,126878,2000,Petrol,Automatic,19,600000
Toyota,Avensis,212000,2000,Petrol,Automatic,19,565000
Toyota,Avensis,155646,1990,Petrol,Automatic,20,500000
Toyota,Axio,88049,1496,Petrol,Automatic,8,2090000
Toyota,Axio,81167,1496,Petrol,Automatic,10,2070000
Toyota,Axio,65596,1496,Petrol,Automatic,9,2070000
Toyota,Axio,40495,1500,Petrol,Automatic,8,2040000
Toyota,Axio,89925,1496,Petrol,Automatic,8,2040000
Toyota,Axio,43587,1496,Petrol,Automatic,8,1970000
Toyota,Axio,111000,1500,Petrol,Automatic,8,1965000
Toyota,Axio,82836,1496,Petrol,Automatic,8,1950000
Toyota,Axio,80000,1500,Petrol,Automatic,8,1915000
Toyota,Axio,90000,1500,Petrol,Automatic,8,1880000
Toyota,Axio,28000,1500,Petrol,Automatic,6,1880000
Toyota,Axio,98000,1500,Petrol,Automatic,8,1865000
Toyota,Axio,82278,1496,Petrol,Automatic,8,1840000
Toyota,Axio,215000,1500,Petrol,Automatic,8,1815000
Toyota,Axio,98000,1500,Petrol,Automatic,8,1815000
Toyota,Axio,114000,1500,Petrol,Automatic,8,1815000
Toyota,Axio,77000,1500,Petrol,Automatic,8,1810000
Toyota,Axio,103000,1500,Petrol,Automatic,7,1800000
Toyota,Axio,45000,1500,Petrol,Automatic,8,1795000
Toyota,Axio,107000,1500,Petrol,Automatic,8,1765000
Toyota,Axio,97000,1500,Petrol,Automatic,8,1765000
Toyota,Axio,168000,1500,Petrol,Automatic,8,1765000
Toyota,Axio,133000,1600,Petrol,Automatic,8,1750000
Toyota,Axio,67000,1500,Petrol,Automatic,8,1750000
Toyota,Axio,60000,1500,Petrol,Automatic,8,1750000
Toyota,Axio,147000,1500,Petrol,Automatic,8,1750000
Toyota,Axio,87000,1500,Petrol,Automatic,8,1715000
Toyota,Axio,84000,1500,Petrol,Automatic,8,1715000
Toyota,Axio,77000,1500,Petrol,Automatic,8,1715000
Toyota,Axio,112000,1500,Petrol,Automatic,7,1715000
Toyota,Axio,92000,1300,Petrol,Automatic,8,1715000
Toyota,Axio,107000,1500,Petrol,Automatic,8,1700000
Toyota,Axio,125000,1500,Petrol,Automatic,7,1700000
Toyota,Axio,133000,1500,Petrol,Automatic,7,1665000
Toyota,Axio,147000,1500,Petrol,Automatic,8,1665000
Toyota,Axio,45262,1500,Petrol,Automatic,9,1650000
Toyota,Axio,132000,1500,Petrol,Automatic,8,1650000
Toyota,Axio,57000,1329,Petrol,Automatic,8,1650000
Toyota,Axio,30000,1329,Petrol,Automatic,8,1650000
Toyota,Axio,30000,1320,Petrol,Automatic,8,1650000
Toyota,Axio,142000,1500,Petrol,Automatic,7,1615000
Toyota,Axio,102000,1500,Petrol,Automatic,8,1615000
Toyota,Axio,112000,1500,Petrol,Automatic,9,1565000
Toyota,Axio,142000,1500,Petrol,Automatic,8,1515000
Toyota,Axio,125000,1300,Petrol,Automatic,9,1450000
Toyota,Axio,113000,1500,Petrol,Automatic,9,1395000
Toyota,Axio,109000,1500,Petrol,Automatic,9,1395000
Toyota,Axio,117000,1500,Petrol,Automatic,11,1390000
Toyota,Axio,139000,1500,Petrol,Automatic,11,1315000
Toyota,Axio,97000,1500,Petrol,Automatic,9,1315000
Toyota,Axio,117000,1500,Petrol,Automatic,10,1295000
Toyota,Axio,133000,1500,Petrol,Automatic,10,1250000
Toyota,Axio,132000,1500,Petrol,Automatic,10,1215000
Toyota,Axio,120000,1500,Petrol,Automatic,11,1140000
Toyota,Axio,89000,1500,Petrol,Automatic,12,1015000
Toyota,Axio,120000,1500,Petrol,Automatic,14,930000
Toyota,Axio,162069,1500,Petrol,Automatic,10,900000
Toyota,Axio,100000,1500,Petrol,Automatic,15,825000
Toyota,Axio,144706,1496,Petrol,Automatic,17,820000
Toyota,Axio,150000,1500,Petrol,Automatic,15,820000
Toyota,Axio,213741,1500,Petrol,Automatic,14,800000
Toyota,Axio,201568,1500,Petrol,Automatic,14,800000
Toyota,Axio,249110,1500,Petrol,Automatic,14,790000
Toyota,Axio,196000,1500,Petrol,Automatic,16,785000
Toyota,Axio,100000,1500,Petrol,Automatic,15,720000
Toyota,Axio,335523,1500,Petrol,Automatic,15,700000
Toyota,Axio,98000,1500,Petrol,Automatic,12,665000
Toyota,Axio,321355,1500,Petrol,Automatic,16,650000
Toyota,Axio,179381,1500,Petrol,Automatic,15,550000
Toyota,Axio,202287,1500,Petrol,Automatic,16,500000
Toyota,Belta,16000,1462,Petrol,Automatic,2,2935000
Toyota,Belta,120000,1300,Petrol,Automatic,13,690000
Toyota,Belta,186000,1000,Petrol,Automatic,19,565000
Toyota,Belta,167935,1000,Petrol,Automatic,17,500000
Toyota,C-HR,9308,1200,Petrol,Automatic,5,4790000
Toyota,C-HR,34000,1200,Petrol,Automatic,8,3400000
Toyota,C-HR,105000,1800,Petrol,Automatic,8,3265000
Toyota,Caldina,140000,1800,Petrol,Automatic,20,615000
Toyota,Caldina,295457,2000,Petrol,Automatic,20,550000
Toyota,Caldina,240019,1500,Petrol,Automatic,24,420000
Toyota,Camry,102000,2500,Petrol,Automatic,8,2715000
Toyota,Camry,69000,2000,Petrol,Automatic,9,1600000
Toyota,Coaster,290000,4000,Petrol,Automatic,8,7115000
Toyota,Coaster,218000,4000,Petrol,Automatic,8,7115000
Toyota,Coaster,28000,4000,Petrol,Automatic,8,7115000
Toyota,Corolla,4000,1500,Petrol,Automatic,2,3928160
Toyota,Corolla,3943,1800,Petrol,Automatic,5,2750000
Toyota,Corolla,66000,1500,Petrol,Automatic,8,1600000
Toyota,Corolla,91000,1800,Petrol,Automatic,9,1515000
Toyota,Corolla,126000,1496,Petrol,Automatic,12,1315000
Toyota,Corolla,135106,1598,Petrol,Automatic,21,520000
Toyota,Corolla,186000,1500,Petrol,Automatic,19,515000
Toyota,Corolla,195000,1500,Petrol,Automatic,24,495000
Toyota,Corolla,303469,1500,Petrol,Automatic,16,450000
Toyota,Corolla,285000,1331,Petrol,Automatic,27,445000
Toyota,Corolla,211000,1500,Petrol,Automatic,24,415000
Toyota,Corolla 110,188550,1596,Petrol,Manual,25,430000
Toyota,Corona,161979,1500,Petrol,Automatic,27,400000
Toyota,Crown,66000,2000,Petrol,Automatic,6,4800000
Toyota,Crown,76000,2000,Petrol,Automatic,5,3786000
Toyota,Crown,91000,2500,Petrol,Automatic,8,3515000
Toyota,Crown,88000,2500,Petrol,Automatic,8,3065000
Toyota,Crown,115000,2500,Petrol,Automatic,9,2650000
Toyota,Crown,125000,2500,Petrol,Automatic,11,2600000
Toyota,Crown,90000,2500,Petrol,Automatic,9,2450000
Toyota,Crown,76000,2400,Petrol,Automatic,11,2450000
Toyota,Crown,132000,3500,Petrol,Automatic,12,1665000
Toyota,Crown,146000,2500,Petrol,Automatic,12,1450000
Toyota,Crown,196000,2500,Petrol,Automatic,14,1215000
Toyota,Crown,189000,2500,Petrol,Automatic,8,1000000
Toyota,Crown,184877,2500,Petrol,Automatic,13,950000
Toyota,Crown,135870,2500,Petrol,Automatic,14,850000
Toyota,Crown,162997,3000,Petrol,Automatic,16,700000
Toyota,Crown,190000,2000,Petrol,Automatic,19,550000
Toyota,Dyna,58000,2000,Petrol,Automatic,7,2525000
Toyota,Dyna,237000,2000,Petrol,Automatic,8,2400000
Toyota,esquire,66000,2000,Petrol,Automatic,8,2765000
Toyota,esquire,177000,2000,Petrol,Automatic,8,2650000
Toyota,esquire,164000,2000,Petrol,Automatic,8,2615000
Toyota,esquire,107000,1800,Petrol,Automatic,8,2465000
Toyota,esquire,136000,1800,Petrol,Automatic,8,2415000
Toyota,esquire,101000,1800,Petrol,Automatic,8,2415000
Toyota,esquire,81000,1800,Petrol,Automatic,8,2415000
Toyota,esquire,76000,1800,Petrol,Automatic,8,2415000
Toyota,esquire,153000,2000,Petrol,Automatic,8,2400000
Toyota,esquire,96000,2000,Petrol,Automatic,8,2400000
Toyota,Estima,105957,2362,Petrol,Automatic,8,2360000
Toyota,Estima,166724,2400,Petrol,Automatic,17,895000
Toyota,Estima,96046,2400,Petrol,Automatic,16,650000
Toyota,Fielder,88000,1500,Petrol,Automatic,8,2315000
Toyota,Fielder,121489,1500,Petrol,Automatic,6,2250000
Toyota,Fielder,96000,1500,Petrol,Automatic,8,2200000
Toyota,Fielder,122052,1500,Petrol,Automatic,7,2150000
Toyota,Fielder,108467,1496,Petrol,Automatic,8,2100000
Toyota,Fielder,111839,1496,Petrol,Automatic,8,2090000
Toyota,Fielder,94737,1496,Petrol,Automatic,8,2090000
Toyota,Fielder,80071,1496,Petrol,Automatic,7,2070000
Toyota,Fielder,87000,1500,Petrol,Automatic,8,2015000
Toyota,Fielder,82000,1500,Petrol,Automatic,8,2015000
Toyota,Fielder,65000,1500,Petrol,Automatic,8,1995000
Toyota,Fielder,141000,1496,Petrol,Automatic,6,1980000
Toyota,Fielder,112516,1500,Petrol,Automatic,8,1970000
Toyota,Fielder,72000,1500,Petrol,Automatic,6,1950000
Toyota,Fielder,75000,1500,Petrol,Automatic,9,1915000
Toyota,Fielder,128000,1500,Petrol,Automatic,8,1915000
Toyota,Fielder,74000,1496,Petrol,Automatic,7,1900000
Toyota,Fielder,225000,1500,Petrol,Automatic,8,1865000
Toyota,Fielder,91000,1500,Petrol,Automatic,8,1865000
Toyota,Fielder,89000,1500,Petrol,Automatic,8,1865000
Toyota,Fielder,55000,1500,Petrol,Automatic,8,1865000
Toyota,Fielder,27000,1500,Petrol,Automatic,8,1865000
Toyota,Fielder,199000,1500,Petrol,Automatic,8,1865000
Toyota,Fielder,149821,1500,Petrol,Automatic,8,1850000
Toyota,Fielder,113000,1500,Petrol,Automatic,8,1850000
Toyota,Fielder,91000,1500,Petrol,Automatic,8,1835000
Toyota,Fielder,71000,1800,Petrol,Automatic,8,1815000
Toyota,Fielder,116000,1500,Petrol,Automatic,8,1815000
Toyota,Fielder,87000,1500,Petrol,Automatic,8,1815000
Toyota,Fielder,132000,1500,Petrol,Automatic,8,1800000
Toyota,Fielder,93000,1490,Petrol,Automatic,6,1800000
Toyota,Fielder,96000,1500,Petrol,Automatic,8,1795000
Toyota,Fielder,128000,1500,Petrol,Automatic,8,1765000
Toyota,Fielder,123000,1500,Petrol,Automatic,8,1765000
Toyota,Fielder,118000,1500,Petrol,Automatic,8,1765000
Toyota,Fielder,94000,1500,Petrol,Automatic,8,1765000
Toyota,Fielder,92000,1500,Petrol,Automatic,8,1765000
Toyota,Fielder,84000,1500,Petrol,Automatic,8,1765000
Toyota,Fielder,62000,1500,Petrol,Automatic,7,1765000
Toyota,Fielder,122000,1500,Petrol,Automatic,8,1765000
Toyota,Fielder,105000,1500,Petrol,Automatic,8,1765000
Toyota,Fielder,101000,1500,Petrol,Automatic,8,1765000
Toyota,Fielder,88000,1500,Petrol,Automatic,8,1755000
Toyota,Fielder,128000,1500,Petrol,Automatic,8,1750000
Toyota,Fielder,125000,1500,Petrol,Automatic,8,1750000
Toyota,Fielder,82000,1500,Petrol,Automatic,8,1750000
Toyota,Fielder,60000,1500,Petrol,Automatic,8,1750000
Toyota,Fielder,173000,1496,Petrol,Automatic,7,1750000
Toyota,Fielder,77000,1500,Petrol,Automatic,9,1700000
Toyota,Fielder,152000,1500,Petrol,Automatic,9,1700000
Toyota,Fielder,149000,1500,Petrol,Automatic,8,1700000
Toyota,Fielder,116000,1500,Petrol,Automatic,8,1700000
Toyota,Fielder,134000,1490,Petrol,Automatic,7,1700000
Toyota,Fielder,80000,1500,Petrol,Automatic,8,1665000
Toyota,Fielder,98000,1500,Petrol,Automatic,8,1665000
Toyota,Fielder,78000,1500,Petrol,Automatic,9,1650000
Toyota,Fielder,74000,1500,Petrol,Automatic,9,1650000
Toyota,Fielder,104000,1500,Petrol,Automatic,9,1595000
Toyota,Fielder,220000,1500,Petrol,Automatic,9,1545000
Toyota,Fielder,75000,1500,Petrol,Automatic,8,1535000
Toyota,Fielder,94000,1500,Petrol,Automatic,9,1515000
Toyota,Fielder,161497,1500,Petrol,Automatic,8,1500000
Toyota,Fielder,72000,1800,Petrol,Automatic,10,1500000
Toyota,Fielder,129422,1500,Petrol,Automatic,9,1500000
Toyota,Fielder,45000,1500,Petrol,Automatic,10,1465000
Toyota,Fielder,124000,1500,Petrol,Automatic,12,1415000
Toyota,Fielder,145000,1500,Petrol,Automatic,9,1415000
Toyota,Fielder,96000,1500,Petrol,Automatic,10,1395000
Toyota,Fielder,105000,1500,Petrol,Automatic,9,1365000
Toyota,Fielder,128000,1800,Petrol,Automatic,10,1300000
Toyota,Fielder,137000,1500,Petrol,Automatic,13,1190000
Toyota,Fielder,212190,1500,Petrol,Automatic,13,1150000
Toyota,Fielder,100235,1496,Petrol,Automatic,12,1150000
Toyota,Fielder,130892,1500,Petrol,Automatic,9,1070000
Toyota,Fielder,220000,1500,Petrol,Automatic,12,1050000
Toyota,Fielder,199000,1500,Petrol,Automatic,12,985000
Toyota,Fielder,148000,1500,Petrol,Automatic,15,980000
Toyota,Fielder,197000,1800,Petrol,Automatic,16,965000
Toyota,Fielder,186000,1500,Petrol,Automatic,13,945000
Toyota,Fielder,154000,1500,Petrol,Automatic,14,930000
Toyota,Fielder,148000,1500,Petrol,Automatic,13,915000
Toyota,Fielder,172000,1500,Petrol,Automatic,14,900000
Toyota,Fielder,280122,1500,Petrol,Automatic,11,900000
Toyota,Fielder,229964,1500,Petrol,Automatic,10,900000
Toyota,Fielder,232000,1500,Petrol,Automatic,17,845000
Toyota,Fielder,190000,1500,Petrol,Automatic,16,795000
Toyota,Fielder,264809,1500,Petrol,Automatic,14,790000
Toyota,Fielder,261896,1500,Petrol,Automatic,19,780000
Toyota,Fielder,191000,1800,Petrol,Automatic,16,765000
Toyota,Fielder,186000,1500,Petrol,Automatic,18,665000
Toyota,Fielder,206000,1500,Petrol,Automatic,20,565000
Toyota,Fj Cruiser,103846,4000,Petrol,Automatic,7,5100000
Toyota,Fortuner,81000,2700,Petrol,Automatic,8,7015000
Toyota,Fortuner,29000,2755,Diesel,Automatic,7,6815000
Toyota,Fortuner,41000,2700,Petrol,Automatic,8,6815000
Toyota,Fortuner,66000,2700,Petrol,Automatic,8,6800000
Toyota,Fortuner,58248,2800,Diesel,Automatic,8,6530000
Toyota,Fortuner,78000,3000,Diesel,Automatic,8,6515000
Toyota,Fortuner,51000,2800,Diesel,Automatic,8,6515000
Toyota,Fortuner,75000,3000,Diesel,Automatic,8,6415000
Toyota,Fortuner,78000,2800,Diesel,Automatic,8,6415000
Toyota,Fortuner,51000,2700,Petrol,Automatic,9,6315000
Toyota,Fortuner,66000,2500,Petrol,Automatic,8,6300000
Toyota,Fortuner,68721,3000,Diesel,Automatic,9,4900000
Toyota,Fortuner,47000,2980,Diesel,Automatic,7,4800000
Toyota,Fortuner,108747,2400,Diesel,Automatic,8,4700000
Toyota,Fortuner,158000,2700,Petrol,Automatic,12,3615000
Toyota,Fortuner,239946,2982,Diesel,Automatic,14,2249998
Toyota,GT86,124000,1500,Petrol,Automatic,12,1450000
Toyota,Harrier,9885,1986,Petrol,Automatic,4,7730000
Toyota,Harrier,764000,2000,Petrol,Automatic,4,7215000
Toyota,Harrier,33000,1986,Petrol,Automatic,4,6950000
Toyota,Harrier,7000,2000,Petrol,Automatic,6,5500000
Toyota,Harrier,77746,2000,Petrol,Automatic,8,4660000
Toyota,Harrier,41851,2493,Petrol,Automatic,9,4600000
Toyota,Harrier,46000,2000,Petrol,Automatic,8,4515000
Toyota,Harrier,103000,2000,Petrol,Automatic,8,4515000
Toyota,Harrier,82028,2000,Petrol,Automatic,8,4500000
Toyota,Harrier,84425,2000,Petrol,Automatic,8,4450000
Toyota,Harrier,44000,2000,Petrol,Automatic,8,4415000
Toyota,Harrier,170000,2000,Petrol,Automatic,7,4415000
Toyota,Harrier,128000,2000,Petrol,Automatic,6,4300000
Toyota,Harrier,61000,2000,Petrol,Automatic,7,4265000
Toyota,Harrier,68000,2000,Petrol,Automatic,7,4265000
Toyota,Harrier,58092,2000,Petrol,Automatic,8,4230000
Toyota,Harrier,44774,1986,Petrol,Automatic,9,4230000
Toyota,Harrier,81736,1986,Petrol,Automatic,8,4230000
Toyota,Harrier,171000,2500,Petrol,Automatic,8,4215000
Toyota,Harrier,156000,2000,Petrol,Automatic,8,4215000
Toyota,Harrier,98000,2000,Petrol,Automatic,8,4215000
Toyota,Harrier,60000,2000,Petrol,Automatic,7,4215000
Toyota,Harrier,56000,2000,Petrol,Automatic,7,4215000
Toyota,Harrier,41000,2000,Petrol,Automatic,7,4215000
Toyota,Harrier,40000,2000,Petrol,Automatic,7,4215000
Toyota,Harrier,117000,2000,Petrol,Automatic,8,4065000
Toyota,Harrier,36000,2000,Petrol,Automatic,7,4065000
Toyota,Harrier,113000,2000,Petrol,Automatic,8,4015000
Toyota,Harrier,87000,2000,Petrol,Automatic,8,4015000
Toyota,Harrier,83000,2000,Petrol,Automatic,8,4015000
Toyota,Harrier,75000,2000,Petrol,Automatic,8,4015000
Toyota,Harrier,70000,2000,Petrol,Automatic,8,4015000
Toyota,Harrier,66000,2000,Petrol,Automatic,8,4015000
Toyota,Harrier,64000,2000,Petrol,Automatic,8,4015000
Toyota,Harrier,63000,2000,Petrol,Automatic,8,4015000
Toyota,Harrier,85000,2000,Petrol,Automatic,7,4015000
Toyota,Harrier,73000,2000,Petrol,Automatic,7,4015000
Toyota,Harrier,65473,2000,Petrol,Automatic,7,4010000
Toyota,Harrier,47000,2000,Petrol,Automatic,9,4010000
Toyota,Harrier,71000,2000,Petrol,Automatic,8,4000000
Toyota,Harrier,52000,2000,Petrol,Automatic,7,4000000
Toyota,Harrier,38000,2000,Petrol,Automatic,7,4000000
Toyota,Harrier,78000,2500,Petrol,Automatic,7,3980000
Toyota,Harrier,83000,2000,Petrol,Automatic,7,3980000
Toyota,Harrier,105000,2000,Petrol,Automatic,8,3965000
Toyota,Harrier,77000,2000,Petrol,Automatic,8,3965000
Toyota,Harrier,53000,2000,Petrol,Automatic,8,3965000
Toyota,Harrier,72000,2000,Petrol,Automatic,7,3965000
Toyota,Harrier,53000,2500,Petrol,Automatic,8,3950000
Toyota,Harrier,149000,2000,Petrol,Automatic,8,3950000
Toyota,Harrier,70000,2000,Petrol,Automatic,7,3950000
Toyota,Harrier,41000,2000,Petrol,Automatic,7,3950000
Toyota,Harrier,87000,2000,Petrol,Automatic,8,3915000
Toyota,Harrier,66000,2000,Petrol,Automatic,8,3915000
Toyota,Harrier,54000,2000,Petrol,Automatic,8,3915000
Toyota,Harrier,52000,2000,Petrol,Automatic,8,3915000
Toyota,Harrier,68000,2500,Petrol,Automatic,8,3900000
Toyota,Harrier,88000,2000,Petrol,Automatic,8,3900000
Toyota,Harrier,83000,2000,Petrol,Automatic,8,3900000
Toyota,Harrier,66000,2000,Petrol,Automatic,8,3865000
Toyota,Harrier,56000,2000,Petrol,Automatic,8,3865000
Toyota,Harrier,29000,2000,Petrol,Automatic,7,3850000
Toyota,Harrier,79000,2800,Petrol,Automatic,8,3815000
Toyota,Harrier,124000,2000,Petrol,Automatic,8,3815000
Toyota,Harrier,78000,2000,Petrol,Automatic,8,3815000
Toyota,Harrier,71000,2000,Petrol,Automatic,8,3815000
Toyota,Harrier,68000,2000,Petrol,Automatic,8,3815000
Toyota,Harrier,66000,2000,Petrol,Automatic,8,3815000
Toyota,Harrier,94000,2000,Petrol,Automatic,7,3815000
Toyota,Harrier,42000,2000,Petrol,Automatic,7,3815000
Toyota,Harrier,115000,2000,Petrol,Automatic,8,3800000
Toyota,Harrier,90000,2000,Petrol,Automatic,8,3800000
Toyota,Harrier,79000,2000,Petrol,Automatic,8,3800000
Toyota,Harrier,68000,2000,Petrol,Automatic,8,3800000
Toyota,Harrier,49000,2000,Petrol,Automatic,8,3800000
Toyota,Harrier,46000,2000,Petrol,Automatic,8,3800000
Toyota,Harrier,24000,2000,Petrol,Automatic,8,3800000
Toyota,Harrier,63000,2000,Petrol,Automatic,7,3800000
Toyota,Harrier,62800,2000,Petrol,Automatic,7,3800000
Toyota,Harrier,62000,1986,Petrol,Automatic,7,3800000
Toyota,Harrier,61000,2000,Petrol,Automatic,7,3795000
Toyota,Harrier,99000,2000,Petrol,Automatic,8,3765000
Toyota,Harrier,96000,2000,Petrol,Automatic,8,3765000
Toyota,Harrier,90000,2000,Petrol,Automatic,8,3765000
Toyota,Harrier,76000,2000,Petrol,Automatic,8,3765000
Toyota,Harrier,75000,2000,Petrol,Automatic,8,3765000
Toyota,Harrier,72000,2000,Petrol,Automatic,8,3765000
Toyota,Harrier,70000,2000,Petrol,Automatic,8,3765000
Toyota,Harrier,61000,2000,Petrol,Automatic,8,3765000
Toyota,Harrier,50000,2000,Petrol,Automatic,8,3765000
Toyota,Harrier,45000,2000,Petrol,Automatic,8,3765000
Toyota,Harrier,58000,2000,Petrol,Automatic,8,3765000
Toyota,Harrier,79500,2000,Petrol,Automatic,9,3750000
Toyota,Harrier,93000,2000,Petrol,Automatic,8,3750000
Toyota,Harrier,81000,2000,Petrol,Automatic,8,3750000
Toyota,Harrier,60000,2000,Petrol,Automatic,8,3750000
Toyota,Harrier,84000,2016,Petrol,Automatic,8,3715000
Toyota,Harrier,101000,2000,Petrol,Automatic,8,3715000
Toyota,Harrier,51000,2000,Petrol,Automatic,8,3715000
Toyota,Harrier,53000,2000,Petrol,Automatic,10,3700000
Toyota,Harrier,100000,2000,Petrol,Automatic,9,3700000
Toyota,Harrier,106000,2000,Petrol,Automatic,8,3700000
Toyota,Harrier,72000,2000,Petrol,Automatic,8,3700000
Toyota,Harrier,38000,2000,Petrol,Automatic,10,3650000
Toyota,Harrier,106000,2500,Petrol,Automatic,8,3615000
Toyota,Harrier,110000,2000,Petrol,Automatic,10,3600000
Toyota,Harrier,87030,2000,Petrol,Automatic,9,3600000
Toyota,Harrier,62104,2000,Petrol,Automatic,9,3600000
Toyota,Harrier,90000,1986,Petrol,Automatic,8,3600000
Toyota,Harrier,57000,1986,Petrol,Automatic,7,3600000
Toyota,Harrier,55000,2000,Petrol,Automatic,8,3565000
Toyota,Harrier,79900,2000,Petrol,Automatic,9,3550000
Toyota,Harrier,88000,2000,Petrol,Automatic,8,3550000
Toyota,Harrier,71000,2000,Petrol,Automatic,8,3550000
Toyota,Harrier,108000,2200,Petrol,Automatic,9,3515000
Toyota,Harrier,78000,2000,Petrol,Automatic,8,3515000
Toyota,Harrier,64567,1990,Petrol,Automatic,8,3500000
Toyota,Harrier,59000,2500,Petrol,Automatic,8,3500000
Toyota,Harrier,76000,2000,Petrol,Automatic,10,3500000
Toyota,Harrier,86000,2000,Petrol,Automatic,8,3500000
Toyota,Harrier,84000,1986,Petrol,Automatic,8,3500000
Toyota,Harrier,107000,1986,Petrol,Automatic,7,3500000
Toyota,Harrier,99000,2000,Petrol,Automatic,8,3365000
Toyota,Harrier,126623,2000,Petrol,Automatic,9,3350000
Toyota,Harrier,78000,2000,Petrol,Automatic,9,3215000
Toyota,Harrier,103000,2000,Petrol,Automatic,10,3200000
Toyota,Harrier,97563,2000,Petrol,Automatic,10,3200000
Toyota,Harrier,79000,2000,Petrol,Automatic,9,3115000
Toyota,Harrier,115000,2000,Petrol,Automatic,9,3015000
Toyota,Harrier,96000,2000,Petrol,Automatic,9,3000000
Toyota,Harrier,96000,2000,Petrol,Automatic,9,2950000
Toyota,Harrier,107094,2000,Petrol,Automatic,10,2900000
Toyota,Harrier,60000,2500,Petrol,Automatic,10,2815000
Toyota,Harrier,127000,2000,Petrol,Automatic,10,2815000
Toyota,Harrier,99000,2000,Petrol,Automatic,10,2715000
Toyota,Harrier,126000,2000,Petrol,Automatic,9,2700000
Toyota,Harrier,140000,2400,Petrol,Automatic,11,2215000
Toyota,Harrier,151000,2400,Petrol,Automatic,12,2115000
Toyota,Harrier,160000,2400,Petrol,Automatic,13,1915000
Toyota,Harrier,145272,2400,Petrol,Automatic,14,1900000
Toyota,Harrier,176000,2400,Petrol,Automatic,16,1865000
Toyota,Harrier,203000,2400,Petrol,Automatic,15,1815000
Toyota,Harrier,130000,2400,Petrol,Automatic,15,1595000
Toyota,Harrier,100000,2000,Petrol,Automatic,19,1530000
Toyota,Harrier,112000,3500,Petrol,Automatic,18,1515000
Toyota,Harrier,188000,2400,Petrol,Automatic,15,1515000
